DNS Resolver Log Started: 2025-10-26T15:44:43.081679
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'wpad', 'timestamp': '2025-10-26T15:44:54.067400', 'round_trip_time': '0.3928s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'No authority section for delegation', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'elettronix.com', 'timestamp': '2025-10-26T15:47:10.274744', 'round_trip_time': '0.2083s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: dns51.cloudns.net.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'meintrendyhandy.de', 'timestamp': '2025-10-26T15:47:16.609267', 'round_trip_time': '0.2921s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: a.nic.de. @ Glue IP: 194.0.0.53', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns.dandomain.dk.', 'timestamp': '2025-10-26T15:47:17.120235', 'round_trip_time': '0.2041s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: b.nic.dk. @ Glue IP: 193.163.102.222', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns.dandomain.dk.', 'timestamp': '2025-10-26T15:47:17.332109', 'round_trip_time': '0.2008s', 'dns_server_ip': '193.163.102.222', 'response_or_referral': 'Delegation to: ns.dandomain.dk. @ Glue IP: 185.25.141.3', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'ns.dandomain.dk.', 'timestamp': '2025-10-26T15:47:17.627562', 'round_trip_time': '0.2860s', 'dns_server_ip': '185.25.141.3', 'response_or_referral': 'Answer: 185.25.141.3', 'total_time_to_resolution': '0.7178s'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'meintrendyhandy.de', 'timestamp': '2025-10-26T15:47:16.909502', 'round_trip_time': '0.2898s', 'dns_server_ip': '194.0.0.53', 'response_or_referral': 'Timeout or invalid response', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'meintrendyhandy.de', 'timestamp': '2025-10-26T15:47:17.934007', 'round_trip_time': '0.3027s', 'dns_server_ip': '185.25.141.3', 'response_or_referral': 'Answer: 94.143.8.110', 'total_time_to_resolution': '1.6173s'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'a-loud.com', 'timestamp': '2025-10-26T15:47:18.147175', 'round_trip_time': '0.1986s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'a-loud.com', 'timestamp': '2025-10-26T15:47:18.393804', 'round_trip_time': '0.2312s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Delegation to: ns2.cafe24.com. @ Glue IP: 1.226.85.4', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'a-loud.com', 'timestamp': '2025-10-26T15:47:18.855017', 'round_trip_time': '0.4487s', 'dns_server_ip': '1.226.85.4', 'response_or_referral': 'Answer: 183.111.199.180', 'total_time_to_resolution': '0.9067s'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'hznzcn.com', 'timestamp': '2025-10-26T15:47:19.170236', 'round_trip_time': '0.2746s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'wasp.dnspod.net.', 'timestamp': '2025-10-26T15:47:19.682176', 'round_trip_time': '0.2061s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: m.gtld-servers.net. @ Glue IP: 192.55.83.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'wasp.dnspod.net.', 'timestamp': '2025-10-26T15:47:19.982902', 'round_trip_time': '0.2884s', 'dns_server_ip': '192.55.83.30', 'response_or_referral': 'Delegation to: ns4.dnsv2.com. @ Glue IP: 1.12.0.29', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'wasp.dnspod.net.', 'timestamp': '2025-10-26T15:47:20.294897', 'round_trip_time': '0.2957s', 'dns_server_ip': '1.12.0.29', 'response_or_referral': 'Answer: 1.12.0.4', 'total_time_to_resolution': '0.8254s'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'hznzcn.com', 'timestamp': '2025-10-26T15:47:19.470070', 'round_trip_time': '0.2858s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Timeout or invalid response', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'hznzcn.com', 'timestamp': '2025-10-26T15:47:20.599103', 'round_trip_time': '0.2907s', 'dns_server_ip': '1.12.0.4', 'response_or_referral': 'Answer: 120.55.81.189', 'total_time_to_resolution': '1.7039s'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'zilch.org', 'timestamp': '2025-10-26T15:47:20.910274', 'round_trip_time': '0.2673s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: a2.org.afilias-nst.info. @ Glue IP: 199.249.112.1', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'no.zilch.net.', 'timestamp': '2025-10-26T15:47:21.426050', 'round_trip_time': '0.2030s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: m.gtld-servers.net. @ Glue IP: 192.55.83.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'no.zilch.net.', 'timestamp': '2025-10-26T15:47:21.723551', 'round_trip_time': '0.2820s', 'dns_server_ip': '192.55.83.30', 'response_or_referral': 'Delegation to: zero.zilch.net. @ Glue IP: 50.116.16.105', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'no.zilch.net.', 'timestamp': '2025-10-26T15:47:22.137238', 'round_trip_time': '0.4002s', 'dns_server_ip': '50.116.16.105', 'response_or_referral': 'Answer: 69.164.217.166', 'total_time_to_resolution': '0.9199s'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'zilch.org', 'timestamp': '2025-10-26T15:47:21.217010', 'round_trip_time': '0.2900s', 'dns_server_ip': '199.249.112.1', 'response_or_referral': 'Timeout or invalid response', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'zilch.org', 'timestamp': '2025-10-26T15:47:22.541603', 'round_trip_time': '0.3842s', 'dns_server_ip': '69.164.217.166', 'response_or_referral': 'Answer: 104.237.133.18', 'total_time_to_resolution': '1.8989s'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'metabans.com', 'timestamp': '2025-10-26T15:47:22.857222', 'round_trip_time': '0.2569s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'metabans.com', 'timestamp': '2025-10-26T15:47:23.157302', 'round_trip_time': '0.2778s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Delegation to: todd.ns.cloudflare.com. @ Glue IP: 108.162.193.146', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'metabans.com', 'timestamp': '2025-10-26T15:47:23.465358', 'round_trip_time': '0.2937s', 'dns_server_ip': '108.162.193.146', 'response_or_referral': 'Answer: 188.114.96.0', 'total_time_to_resolution': '0.8658s'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'tretsomshop.nl', 'timestamp': '2025-10-26T15:47:23.773536', 'round_trip_time': '0.2594s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: ns3.dns.nl. @ Glue IP: 194.0.25.24', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'docks06.rzone.de.', 'timestamp': '2025-10-26T15:47:24.292192', 'round_trip_time': '0.2033s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: a.nic.de. @ Glue IP: 194.0.0.53', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'docks06.rzone.de.', 'timestamp': '2025-10-26T15:47:24.593379', 'round_trip_time': '0.2902s', 'dns_server_ip': '194.0.0.53', 'response_or_referral': 'Delegation to: ns1.rzone.de. @ Glue IP: 193.141.3.6', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'docks06.rzone.de.', 'timestamp': '2025-10-26T15:47:24.900874', 'round_trip_time': '0.2983s', 'dns_server_ip': '193.141.3.6', 'response_or_referral': 'Answer: 217.160.80.133', 'total_time_to_resolution': '0.8204s'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'tretsomshop.nl', 'timestamp': '2025-10-26T15:47:24.080368', 'round_trip_time': '0.2972s', 'dns_server_ip': '194.0.25.24', 'response_or_referral': 'Timeout or invalid response', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'tretsomshop.nl', 'timestamp': '2025-10-26T15:47:25.206227', 'round_trip_time': '0.2980s', 'dns_server_ip': '217.160.80.133', 'response_or_referral': 'Answer: 23.227.38.32', 'total_time_to_resolution': '1.6924s'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'gba4iosapp.com', 'timestamp': '2025-10-26T15:47:25.519600', 'round_trip_time': '0.2671s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns-cloud-b1.googledomains.com.', 'timestamp': '2025-10-26T15:47:26.031517', 'round_trip_time': '0.2019s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns5.googledomains.com.', 'timestamp': '2025-10-26T15:47:26.645453', 'round_trip_time': '0.2790s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns5.googledomains.com.', 'timestamp': '2025-10-26T15:47:27.262292', 'round_trip_time': '0.2994s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns5.googledomains.com.', 'timestamp': '2025-10-26T15:47:27.882174', 'round_trip_time': '0.3064s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns5.googledomains.com.', 'timestamp': '2025-10-26T15:47:28.495908', 'round_trip_time': '0.3056s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns5.googledomains.com.', 'timestamp': '2025-10-26T15:47:29.105517', 'round_trip_time': '0.2958s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns5.googledomains.com.', 'timestamp': '2025-10-26T15:47:29.716458', 'round_trip_time': '0.2949s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns5.googledomains.com.', 'timestamp': '2025-10-26T15:47:30.229271', 'round_trip_time': '0.2974s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns5.googledomains.com.', 'timestamp': '2025-10-26T15:47:30.740262', 'round_trip_time': '0.1984s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns5.googledomains.com.', 'timestamp': '2025-10-26T15:47:31.150276', 'round_trip_time': '0.2010s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ns5.googledomains.com.', 'timestamp': '2025-10-26T15:47:31.455619', 'round_trip_time': '0.2884s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ns5.googledomains.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ns5.googledomains.com.', 'timestamp': '2025-10-26T15:47:30.941181', 'round_trip_time': '0.1901s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ns5.googledomains.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ns5.googledomains.com.', 'timestamp': '2025-10-26T15:47:30.532549', 'round_trip_time': '0.2707s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ns5.googledomains.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ns5.googledomains.com.', 'timestamp': '2025-10-26T15:47:29.917685', 'round_trip_time': '0.1889s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ns5.googledomains.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ns5.googledomains.com.', 'timestamp': '2025-10-26T15:47:29.410546', 'round_trip_time': '0.2920s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ns5.googledomains.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ns5.googledomains.com.', 'timestamp': '2025-10-26T15:47:28.798403', 'round_trip_time': '0.2874s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ns5.googledomains.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ns5.googledomains.com.', 'timestamp': '2025-10-26T15:47:28.176586', 'round_trip_time': '0.2815s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ns5.googledomains.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ns5.googledomains.com.', 'timestamp': '2025-10-26T15:47:27.564562', 'round_trip_time': '0.2874s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ns5.googledomains.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ns5.googledomains.com.', 'timestamp': '2025-10-26T15:47:26.950783', 'round_trip_time': '0.2870s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ns5.googledomains.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ns-cloud-b1.googledomains.com.', 'timestamp': '2025-10-26T15:47:26.332553', 'round_trip_time': '0.2856s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ns5.googledomains.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'gba4iosapp.com', 'timestamp': '2025-10-26T15:47:25.815361', 'round_trip_time': '0.2767s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ns-cloud-b1.googledomains.com.', 'total_time_to_resolution': 'N/A'}
