DNS Resolver Log Started: 2025-10-26T15:38:47.507270
{'step_of_resolution': 'Root', 'response_or_referral': 'No authority section for delegation', 'domain_name': 'wpad', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.2558s', 'timestamp': '2025-10-26T15:38:55.963412', 'resolution_mode': 'Iterative (Failed delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'response_or_referral': 'Answer: 3.33.130.190', 'domain_name': 'healthnews4you.com', 'cache_status': 'MISS', 'dns_server_ip': '173.201.70.43', 'round_trip_time': '0.2967s', 'timestamp': '2025-10-26T15:41:33.046341', 'resolution_mode': 'Iterative (Resolved)', 'total_time_to_resolution': '0.8682s'}
{'step_of_resolution': 'Root', 'response_or_referral': 'Delegation to: m.gtld-servers.net. @ Glue IP: 192.55.83.30', 'domain_name': 'stunninggirls.net', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.2598s', 'timestamp': '2025-10-26T15:41:33.357883', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'Delegation to: ns-92.awsdns-11.com. @ Glue IP: 205.251.194.19', 'domain_name': 'stunninggirls.net', 'cache_status': 'MISS', 'dns_server_ip': '192.55.83.30', 'round_trip_time': '0.2922s', 'timestamp': '2025-10-26T15:41:33.663937', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'response_or_referral': 'Answer: 34.95.33.229', 'domain_name': 'stunninggirls.net', 'cache_status': 'MISS', 'dns_server_ip': '205.251.194.19', 'round_trip_time': '0.4997s', 'timestamp': '2025-10-26T15:41:34.175088', 'resolution_mode': 'Iterative (Resolved)', 'total_time_to_resolution': '1.0775s'}
{'step_of_resolution': 'Root', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'domain_name': 'kathihill.com', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.2424s', 'timestamp': '2025-10-26T15:41:34.483271', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'Delegation to: ns1.digitalocean.com. @ Glue IP: 172.64.52.210', 'domain_name': 'kathihill.com', 'cache_status': 'MISS', 'dns_server_ip': '192.41.162.30', 'round_trip_time': '0.1841s', 'timestamp': '2025-10-26T15:41:34.685738', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'response_or_referral': 'Answer: 159.65.187.116', 'domain_name': 'kathihill.com', 'cache_status': 'MISS', 'dns_server_ip': '172.64.52.210', 'round_trip_time': '0.3529s', 'timestamp': '2025-10-26T15:41:35.047142', 'resolution_mode': 'Iterative (Resolved)', 'total_time_to_resolution': '0.8066s'}
{'step_of_resolution': 'Root', 'response_or_referral': 'Delegation to: b0.info.afilias-nst.org. @ Glue IP: 199.254.48.1', 'domain_name': 'linksplash.info', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.2009s', 'timestamp': '2025-10-26T15:41:35.304077', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'No authority section for delegation', 'domain_name': 'linksplash.info', 'cache_status': 'MISS', 'dns_server_ip': '199.254.48.1', 'round_trip_time': '0.2822s', 'timestamp': '2025-10-26T15:41:35.605596', 'resolution_mode': 'Iterative (Failed delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'domain_name': 'group14eng.com', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.2624s', 'timestamp': '2025-10-26T15:41:35.918981', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'domain_name': 'ns09.domaincontrol.com.', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.2049s', 'timestamp': '2025-10-26T15:41:36.430356', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'domain_name': 'ans01.domaincontrol.com.', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.2904s', 'timestamp': '2025-10-26T15:41:36.942109', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'domain_name': 'ans01.domaincontrol.com.', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.2002s', 'timestamp': '2025-10-26T15:41:37.454586', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'domain_name': 'ans01.domaincontrol.com.', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.2988s', 'timestamp': '2025-10-26T15:41:38.067689', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'domain_name': 'ans01.domaincontrol.com.', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.2041s', 'timestamp': '2025-10-26T15:41:38.486686', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'domain_name': 'ans01.domaincontrol.com.', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.3020s', 'timestamp': '2025-10-26T15:41:39.094929', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'domain_name': 'ans01.domaincontrol.com.', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.3028s', 'timestamp': '2025-10-26T15:41:39.707652', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'domain_name': 'ans01.domaincontrol.com.', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.3060s', 'timestamp': '2025-10-26T15:41:40.323807', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'domain_name': 'ans01.domaincontrol.com.', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.2722s', 'timestamp': '2025-10-26T15:41:40.902767', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'domain_name': 'ans01.domaincontrol.com.', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.3198s', 'timestamp': '2025-10-26T15:41:41.560475', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'domain_name': 'ans01.domaincontrol.com.', 'cache_status': 'MISS', 'dns_server_ip': '192.41.162.30', 'round_trip_time': '0.3080s', 'timestamp': '2025-10-26T15:41:41.882401', 'resolution_mode': 'Iterative (Failed delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'domain_name': 'ans01.domaincontrol.com.', 'cache_status': 'MISS', 'dns_server_ip': '192.41.162.30', 'round_trip_time': '0.3154s', 'timestamp': '2025-10-26T15:41:41.230195', 'resolution_mode': 'Iterative (Failed delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'domain_name': 'ans01.domaincontrol.com.', 'cache_status': 'MISS', 'dns_server_ip': '192.41.162.30', 'round_trip_time': '0.2851s', 'timestamp': '2025-10-26T15:41:40.623772', 'resolution_mode': 'Iterative (Failed delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'domain_name': 'ans01.domaincontrol.com.', 'cache_status': 'MISS', 'dns_server_ip': '192.41.162.30', 'round_trip_time': '0.2909s', 'timestamp': '2025-10-26T15:41:40.010038', 'resolution_mode': 'Iterative (Failed delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'domain_name': 'ans01.domaincontrol.com.', 'cache_status': 'MISS', 'dns_server_ip': '192.41.162.30', 'round_trip_time': '0.2864s', 'timestamp': '2025-10-26T15:41:39.396393', 'resolution_mode': 'Iterative (Failed delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'domain_name': 'ans01.domaincontrol.com.', 'cache_status': 'MISS', 'dns_server_ip': '192.41.162.30', 'round_trip_time': '0.2837s', 'timestamp': '2025-10-26T15:41:38.783197', 'resolution_mode': 'Iterative (Failed delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'domain_name': 'ans01.domaincontrol.com.', 'cache_status': 'MISS', 'dns_server_ip': '192.41.162.30', 'round_trip_time': '0.1939s', 'timestamp': '2025-10-26T15:41:38.274017', 'resolution_mode': 'Iterative (Failed delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'domain_name': 'ans01.domaincontrol.com.', 'cache_status': 'MISS', 'dns_server_ip': '192.41.162.30', 'round_trip_time': '0.2858s', 'timestamp': '2025-10-26T15:41:37.758057', 'resolution_mode': 'Iterative (Failed delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'domain_name': 'ans01.domaincontrol.com.', 'cache_status': 'MISS', 'dns_server_ip': '192.41.162.30', 'round_trip_time': '0.2885s', 'timestamp': '2025-10-26T15:41:37.244456', 'resolution_mode': 'Iterative (Failed delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'domain_name': 'ns09.domaincontrol.com.', 'cache_status': 'MISS', 'dns_server_ip': '192.41.162.30', 'round_trip_time': '0.1973s', 'timestamp': '2025-10-26T15:41:36.640954', 'resolution_mode': 'Iterative (Failed delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'Failed to resolve next NS IP: ns09.domaincontrol.com.', 'domain_name': 'group14eng.com', 'cache_status': 'MISS', 'dns_server_ip': '192.41.162.30', 'round_trip_time': '0.2771s', 'timestamp': '2025-10-26T15:41:36.219775', 'resolution_mode': 'Iterative (Failed delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'domain_name': 'shqqaa.com', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.2258s', 'timestamp': '2025-10-26T15:41:42.150766', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'Delegation to: jake.ns.cloudflare.com. @ Glue IP: 108.162.193.122', 'domain_name': 'shqqaa.com', 'cache_status': 'MISS', 'dns_server_ip': '192.41.162.30', 'round_trip_time': '0.2643s', 'timestamp': '2025-10-26T15:41:42.429856', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'response_or_referral': 'Answer: 104.21.25.127', 'domain_name': 'shqqaa.com', 'cache_status': 'MISS', 'dns_server_ip': '108.162.193.122', 'round_trip_time': '0.2583s', 'timestamp': '2025-10-26T15:41:42.704867', 'resolution_mode': 'Iterative (Resolved)', 'total_time_to_resolution': '0.7804s'}
{'step_of_resolution': 'Root', 'response_or_referral': 'Delegation to: nsza.is.co.za. @ Glue IP: 196.4.160.27', 'domain_name': 'mesites.co.za', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.2196s', 'timestamp': '2025-10-26T15:41:42.981589', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'Delegation to: ns5.dns.net.za. @ Glue IP: 206.223.136.200', 'domain_name': 'mesites.co.za', 'cache_status': 'MISS', 'dns_server_ip': '196.4.160.27', 'round_trip_time': '0.5404s', 'timestamp': '2025-10-26T15:41:43.529463', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'domain_name': 'ns1.dns-h.com.', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.3702s', 'timestamp': '2025-10-26T15:41:44.465376', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'Delegation to: ns1.host-h.net. @ Glue IP: 129.232.248.31', 'domain_name': 'ns1.dns-h.com.', 'cache_status': 'MISS', 'dns_server_ip': '192.41.162.30', 'round_trip_time': '0.3255s', 'timestamp': '2025-10-26T15:41:44.805341', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'response_or_referral': 'Answer: 129.232.248.31', 'domain_name': 'ns1.dns-h.com.', 'cache_status': 'MISS', 'dns_server_ip': '129.232.248.31', 'round_trip_time': '0.4653s', 'timestamp': '2025-10-26T15:41:45.280649', 'resolution_mode': 'Iterative (Resolved)', 'total_time_to_resolution': '1.1897s'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'Timeout or invalid response', 'domain_name': 'mesites.co.za', 'cache_status': 'MISS', 'dns_server_ip': '206.223.136.200', 'round_trip_time': '0.5502s', 'timestamp': '2025-10-26T15:41:44.090610', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'response_or_referral': 'Answer: 41.204.200.130', 'domain_name': 'mesites.co.za', 'cache_status': 'MISS', 'dns_server_ip': '129.232.248.31', 'round_trip_time': '0.4629s', 'timestamp': '2025-10-26T15:41:45.751883', 'resolution_mode': 'Iterative (Resolved)', 'total_time_to_resolution': '2.9902s'}
{'step_of_resolution': 'Root', 'response_or_referral': 'Delegation to: a.dns.it. @ Glue IP: 194.0.16.215', 'domain_name': 'progettogiovani.pd.it', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.2552s', 'timestamp': '2025-10-26T15:41:46.058515', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'Delegation to: dns4.fastweb.it. @ Glue IP: 213.140.22.93', 'domain_name': 'progettogiovani.pd.it', 'cache_status': 'MISS', 'dns_server_ip': '194.0.16.215', 'round_trip_time': '0.2887s', 'timestamp': '2025-10-26T15:41:46.360964', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'response_or_referral': 'Answer: 185.213.115.40', 'domain_name': 'progettogiovani.pd.it', 'cache_status': 'MISS', 'dns_server_ip': '213.140.22.93', 'round_trip_time': '0.2156s', 'timestamp': '2025-10-26T15:41:46.583268', 'resolution_mode': 'Iterative (Resolved)', 'total_time_to_resolution': '0.7802s'}
{'step_of_resolution': 'Root', 'response_or_referral': 'Delegation to: m.gtld-servers.net. @ Glue IP: 192.55.83.30', 'domain_name': 'uahoy.net', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.2415s', 'timestamp': '2025-10-26T15:41:46.877390', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'No authority section for delegation', 'domain_name': 'uahoy.net', 'cache_status': 'MISS', 'dns_server_ip': '192.55.83.30', 'round_trip_time': '0.1844s', 'timestamp': '2025-10-26T15:41:47.078227', 'resolution_mode': 'Iterative (Failed delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'domain_name': 'retiragroup.com', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.2619s', 'timestamp': '2025-10-26T15:41:47.391313', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'No authority section for delegation', 'domain_name': 'retiragroup.com', 'cache_status': 'MISS', 'dns_server_ip': '192.41.162.30', 'round_trip_time': '0.1796s', 'timestamp': '2025-10-26T15:41:47.589384', 'resolution_mode': 'Iterative (Failed delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'domain_name': 'effexdjs.com', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.2133s', 'timestamp': '2025-10-26T15:41:47.864799', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'No authority section for delegation', 'domain_name': 'effexdjs.com', 'cache_status': 'MISS', 'dns_server_ip': '192.41.162.30', 'round_trip_time': '0.2329s', 'timestamp': '2025-10-26T15:41:48.109337', 'resolution_mode': 'Iterative (Failed delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'domain_name': 'mysearch-online.com', 'cache_status': 'MISS', 'dns_server_ip': '198.41.0.4', 'round_trip_time': '0.1955s', 'timestamp': '2025-10-26T15:41:48.367192', 'resolution_mode': 'Iterative (Delegation)', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'response_or_referral': 'No authority section for delegation', 'domain_name': 'mysearch-online.com', 'cache_status': 'MISS', 'dns_server_ip': '192.41.162.30', 'round_trip_time': '0.2260s', 'timestamp': '2025-10-26T15:41:48.610613', 'resolution_mode': 'Iterative (Failed delegation)', 'total_time_to_resolution': 'N/A'}
